IdReparacion,IdMoto,IdUsuario,Descripcion,Estado,FechaInicio,FechaFin,Total,Fase,Marca,Modelo,UsuarioNombre,cliente,CategoriaCliente
478,2263,3844,diagnostico y reparacion de performance y vinilado incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-23 00:00:00,1212,Entregado,Kawasaki,MT-07,Jose Ramirez,Cliente_448,Normal
479,1065,2208,revision completa de camara y cromado incluyendo ajuste final.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,3748,Entregado,Italika,R15,Carlos Mendoza,Cliente_302,Normal
480,1213,178,optimizacion del sistema chequeo y balanceo incluyendo ajuste final.,Finalizado,2026-03-18 00:00:00,2026-03-18 00:00:00,1429,Entregado,AKT,Duke 390,Carlos Mendoza,Cliente_354,Normal
481,4538,1533,mantenimiento preventivo en evaluacion y evaluacion y verificacion completa.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,4540,Cliente informado,KTM,Ninja 400,Carlos Mendoza,Cliente_204,Normal
482,2885,786,mantenimiento preventivo en revision general y problema segun solicitud del cliente.,Finalizado,2026-03-09 00:00:00,2026-03-12 00:00:00,2566,Entregado,Suzuki,Duke 390,Jose Ramirez,Cliente_001,VIP
483,2144,4165,correccion especializada de aleron y gps por falla detectada.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,4198,Entregado,Suzuki,Z650,Jose Ramirez,Cliente_174,En Riesgo
484,3250,1019,instalacion y calibracion de distribucion y transmision para mejorar rendimiento.,Finalizado,2026-03-16 00:00:00,2026-03-19 00:00:00,2593,Cliente informado,KTM,DM200,Jose Ramirez,Cliente_298,Normal
485,2663,1801,correccion especializada de alineacion y alineacion debido a desgaste.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,6416,Entregado,Kawasaki,CBR 600RR,Carlos Mendoza,Cliente_038,En Riesgo
486,96,914,diagnostico y reparacion de gps y pantalla debido a desgaste.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,6478,Entregado,AKT,Boxer 150,Carlos Mendoza,Cliente_381,Normal
487,1962,3695,ajuste tecnico de cableado y encendido incluyendo ajuste final.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,910,Cliente informado,Italika,CBR 600RR,Jose Ramirez,Cliente_338,Normal
488,4366,4693,correccion especializada de bujias y niveles y verificacion completa.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,3505,Entregado,Suzuki,GSX-R750,Carlos Mendoza,Cliente_018,En Riesgo
489,2497,3063,revision completa de polarizado y polarizado con pruebas posteriores.,Finalizado,2026-03-06 00:00:00,2026-03-08 00:00:00,2305,Cliente informado,Suzuki,Z650,Carlos Mendoza,Cliente_008,VIP
490,4085,3309,correccion especializada de pistones y amortiguadores debido a desgaste.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,3148,Entregado,KTM,CB190R,Carlos Mendoza,Cliente_155,En Riesgo
491,264,2667,servicio integral para balanceo y filtro de aire por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-19 00:00:00,4140,Entregado,Suzuki,DM200,Jose Ramirez,Cliente_022,En Riesgo
492,3640,1909,revision completa de evaluacion y revision general debido a desgaste.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,1309,Cliente informado,Kawasaki,NKD 125,Carlos Mendoza,Cliente_457,Normal
493,2888,5215,mantenimiento preventivo en inspeccion y ruido con pruebas posteriores.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,4933,Entregado,KTM,Pulsar NS200,Carlos Mendoza,Cliente_432,Normal
494,4938,1938,correccion especializada de reprogramacion y gps segun solicitud del cliente.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,1731,Cliente informado,Honda,GN125,Carlos Mendoza,Cliente_488,Normal
495,4393,2682,optimizacion del sistema alineacion y alineacion con pruebas posteriores.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,5700,Cliente informado,Yamaha,Pulsar NS200,Carlos Mendoza,Cliente_116,En Riesgo
496,4663,2877,instalacion y calibracion de bateria y cableado incluyendo ajuste final.,Finalizado,2026-03-11 00:00:00,2026-03-01 00:00:00,3826,Entregado,AKT,Z650,Jose Ramirez,Cliente_311,Normal
497,1888,2719,mantenimiento preventivo en alineacion y revision incluyendo ajuste final.,Finalizado,2026-03-21 00:00:00,2026-03-23 00:00:00,3334,Cliente informado,Yamaha,CBR 600RR,Jose Ramirez,Cliente_390,Normal
498,480,3819,servicio integral para modificacion y frenos deportivos debido a desgaste.,Finalizado,2026-03-09 00:00:00,2026-03-09 00:00:00,5514,Entregado,Kawasaki,FZ16,Carlos Mendoza,Cliente_200,Normal
499,4949,2492,ajuste tecnico de suspension y motor incluyendo ajuste final.,Entregado,2026-03-01 00:00:00,2026-03-02 00:00:00,3615,Entregado,Yamaha,CB190R,Carlos Mendoza,Cliente_174,En Riesgo
500,3284,2324,instalacion y calibracion de evaluacion y evaluacion debido a desgaste.,Finalizado,2026-03-16 00:00:00,2026-03-17 00:00:00,4686,Cliente informado,Kawasaki,Z650,Carlos Mendoza,Cliente_380,Normal
501,3352,47,correccion especializada de suspension y amortiguadores incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,983,Cliente informado,Honda,Ninja 400,Carlos Mendoza,Cliente_362,Normal
502,2860,5193,inspeccion avanzada de test y problema incluyendo ajuste final.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,6050,Cliente informado,Honda,FZ16,Carlos Mendoza,Cliente_350,Normal
503,2809,3741,mantenimiento preventivo en evaluacion y diagnostico incluyendo ajuste final.,Finalizado,2026-03-22 00:00:00,2026-03-25 00:00:00,4010,Cliente informado,TVS,Boxer 150,Carlos Mendoza,Cliente_383,Normal
504,1098,459,instalacion y calibracion de chip y chip segun solicitud del cliente.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,5468,Cliente informado,Yamaha,Duke 390,Carlos Mendoza,Cliente_399,Normal
505,4137,1039,correccion especializada de chip y potencia segun solicitud del cliente.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,5721,Cliente informado,Honda,CB190R,Carlos Mendoza,Cliente_062,En Riesgo
506,753,2384,servicio integral para llantas deportivas y kit aerodinamico incluyendo ajuste final.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,3779,Cliente informado,Kawasaki,FZ16,Carlos Mendoza,Cliente_012,VIP
507,2769,2169,optimizacion del sistema diagnostico y problema incluyendo ajuste final.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,5922,Entregado,Bajaj,CBR 600RR,Carlos Mendoza,Cliente_353,Normal
508,4540,1036,ajuste tecnico de biela y carroceria incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,3063,Entregado,Honda,Boxer 150,Carlos Mendoza,Cliente_500,Normal
509,1064,4365,mantenimiento preventivo en revision general y falla debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,1987,Entregado,Kawasaki,Z650,Carlos Mendoza,Cliente_004,VIP
510,3517,3276,mantenimiento preventivo en custom y chip segun solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-03-02 00:00:00,6183,Cliente informado,Kawasaki,R15,Carlos Mendoza,Cliente_130,En Riesgo
511,2257,4992,servicio integral para bateria y motor de arranque para mejorar rendimiento.,Finalizado,2026-03-25 00:00:00,2026-03-25 00:00:00,4186,Entregado,Italika,Boxer 150,Jose Ramirez,Cliente_239,Normal
512,1323,2386,inspeccion avanzada de cableado y centralita para mejorar rendimiento.,Entregado,2026-03-10 00:00:00,2026-03-12 00:00:00,3709,Cliente informado,KTM,Ninja 400,Jose Ramirez,Cliente_217,Normal
513,3075,3364,servicio integral para cambio de aceite y balanceo y verificacion completa.,Finalizado,2026-03-13 00:00:00,2026-03-17 00:00:00,3070,Cliente informado,Kawasaki,R15,Jose Ramirez,Cliente_433,Normal
514,2395,2543,diagnostico y reparacion de chip y custom con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-25 00:00:00,6438,Entregado,TVS,CBR 600RR,Carlos Mendoza,Cliente_403,Normal
515,4364,4866,optimizacion del sistema frenos y ciguenal segun solicitud del cliente.,Finalizado,2026-03-11 00:00:00,2026-03-12 00:00:00,4194,Entregado,Suzuki,GN125,Jose Ramirez,Cliente_346,Normal
516,1009,3494,servicio integral para estetico y modificacion debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,5741,Entregado,TVS,Gixxer 250,Carlos Mendoza,Cliente_285,Normal
517,4271,233,inspeccion avanzada de bujias y niveles para mejorar rendimiento.,Finalizado,2026-03-12 00:00:00,2026-03-14 00:00:00,5013,Cliente informado,Honda,GN125,Jose Ramirez,Cliente_307,Normal
518,4153,4138,ajuste tecnico de ciguenal y diferencial debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,3463,Entregado,KTM,DM200,Jose Ramirez,Cliente_313,Normal
519,1340,3798,revision completa de estetico y pintar carroceria incluyendo ajuste final.,Entregado,2026-03-15 00:00:00,2026-03-17 00:00:00,3068,Entregado,Yamaha,Gixxer 250,Carlos Mendoza,Cliente_268,Normal
520,3366,3626,optimizacion del sistema chequeo y alineacion con pruebas posteriores.,Finalizado,2026-03-09 00:00:00,2026-03-09 00:00:00,4543,Cliente informado,Italika,XR150L,Carlos Mendoza,Cliente_379,Normal
521,4633,2016,mantenimiento preventivo en chequeo y escaneo segun solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-18 00:00:00,1927,Cliente informado,Honda,CB190R,Carlos Mendoza,Cliente_374,Normal
522,4715,2721,inspeccion avanzada de balanceo y bujias segun solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-03-01 00:00:00,780,Cliente informado,Italika,XR150L,Jose Ramirez,Cliente_313,Normal
523,3604,5322,diagnostico y reparacion de encendido y bateria debido a desgaste.,Finalizado,2026-03-24 00:00:00,2026-03-26 00:00:00,6000,Cliente informado,AKT,MT-07,Carlos Mendoza,Cliente_014,VIP
524,3156,4101,diagnostico y reparacion de gps y sensores de estacionamiento debido a desgaste.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,2060,Entregado,Kawasaki,Gixxer 250,Carlos Mendoza,Cliente_298,Normal
525,3870,5192,instalacion y calibracion de aleron y kit aerodinamico incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-08 00:00:00,1021,Entregado,Bajaj,Pulsar NS200,Carlos Mendoza,Cliente_266,Normal
526,3570,2827,inspeccion avanzada de fallo electrico y encendido incluyendo ajuste final.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,6264,Cliente informado,Bajaj,RC 200,Jose Ramirez,Cliente_268,Normal
527,3031,3545,diagnostico y reparacion de test y escaneo por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-05 00:00:00,5878,Cliente informado,Yamaha,DM200,Carlos Mendoza,Cliente_231,Normal
528,28,3267,diagnostico y reparacion de ruido y test por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,4580,Cliente informado,Suzuki,Gixxer 250,Carlos Mendoza,Cliente_387,Normal
529,4313,2663,mantenimiento preventivo en frenos deportivos y fibra de carbono por falla detectada.,Finalizado,2026-03-17 00:00:00,2026-03-17 00:00:00,1281,Entregado,TVS,CBR 600RR,Jose Ramirez,Cliente_009,VIP
530,4477,1264,servicio integral para sistema electrico y cableado segun solicitud del cliente.,Entregado,2026-03-14 00:00:00,2026-03-18 00:00:00,1551,Cliente informado,KTM,Pulsar NS200,Carlos Mendoza,Cliente_304,Normal
531,2492,2461,correccion especializada de cromado y tuning para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,2018,Entregado,KTM,FT150,Jose Ramirez,Cliente_223,Normal
532,1920,4634,inspeccion avanzada de revision general y evaluacion debido a desgaste.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,6118,Entregado,Italika,MT-07,Jose Ramirez,Cliente_410,Normal
533,4409,4511,instalacion y calibracion de frenos y eje segun solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-03-03 00:00:00,1922,Entregado,Suzuki,Pulsar NS200,Carlos Mendoza,Cliente_113,En Riesgo
534,1801,4163,servicio integral para tuning y velocidad segun solicitud del cliente.,Finalizado,2026-03-09 00:00:00,2026-03-12 00:00:00,1126,Cliente informado,TVS,Ninja 400,Jose Ramirez,Cliente_497,Normal
535,2119,2226,optimizacion del sistema pintar carroceria y modificacion para mejorar rendimiento.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,1509,Cliente informado,Italika,FT150,Jose Ramirez,Cliente_246,Normal
536,1406,2443,instalacion y calibracion de luces y encendido debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-15 00:00:00,2307,Entregado,Yamaha,GN125,Jose Ramirez,Cliente_462,Normal
537,1125,1078,instalacion y calibracion de sensores y encendido para mejorar rendimiento.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,5577,Cliente informado,Kawasaki,CB190R,Jose Ramirez,Cliente_422,Normal
538,264,2667,diagnostico y reparacion de ruido y diagnostico segun solicitud del cliente.,Finalizado,2026-03-15 00:00:00,2026-03-19 00:00:00,6088,Entregado,Suzuki,GN125,Carlos Mendoza,Cliente_015,VIP
539,4808,2204,correccion especializada de falla y evaluacion para mejorar rendimiento.,Finalizado,2026-03-04 00:00:00,2026-03-07 00:00:00,1529,Entregado,TVS,XR150L,Carlos Mendoza,Cliente_020,En Riesgo
540,25,826,revision completa de test y falla por falla detectada.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,2959,Entregado,AKT,RC 200,Jose Ramirez,Cliente_465,Normal
541,3636,3276,diagnostico y reparacion de filtro de aceite y filtro de aire con pruebas posteriores.,Finalizado,2026-03-11 00:00:00,2026-03-13 00:00:00,5403,Entregado,AKT,XR150L,Jose Ramirez,Cliente_423,Normal
542,990,4098,revision completa de filtro de aire y bujias y verificacion completa.,Finalizado,2026-03-07 00:00:00,2026-03-07 00:00:00,2451,Entregado,Italika,NKD 125,Jose Ramirez,Cliente_253,Normal
543,95,4786,mantenimiento preventivo en inspeccion y evaluacion para mejorar rendimiento.,Entregado,2026-03-24 00:00:00,2026-03-24 00:00:00,2189,Entregado,Italika,CBR 600RR,Jose Ramirez,Cliente_462,Normal
544,1751,513,diagnostico y reparacion de chequeo y falla debido a desgaste.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,2248,Cliente informado,Suzuki,GN125,Carlos Mendoza,Cliente_308,Normal
545,28,3267,diagnostico y reparacion de amortiguadores y suspension y verificacion completa.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,1261,Cliente informado,Honda,FZ16,Carlos Mendoza,Cliente_417,Normal
546,3400,4385,correccion especializada de ruido y problema segun solicitud del cliente.,Entregado,2026-03-03 00:00:00,2026-03-06 00:00:00,1006,Cliente informado,Kawasaki,GN125,Carlos Mendoza,Cliente_475,Normal
547,4072,4080,optimizacion del sistema revision y niveles y verificacion completa.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,1723,Cliente informado,Kawasaki,RC 200,Jose Ramirez,Cliente_273,Normal
548,4897,2116,instalacion y calibracion de bujias y balanceo con pruebas posteriores.,Entregado,2026-03-21 00:00:00,2026-03-23 00:00:00,3864,Entregado,AKT,DM200,Jose Ramirez,Cliente_453,Normal
549,554,1574,optimizacion del sistema bateria y sistema electrico segun solicitud del cliente.,Finalizado,2026-03-27 00:00:00,2026-03-28 00:00:00,3061,Cliente informado,Kawasaki,Boxer 150,Carlos Mendoza,Cliente_447,Normal
550,682,2567,mantenimiento preventivo en fallo electrico y centralita y verificacion completa.,Finalizado,2026-03-26 00:00:00,2026-03-16 00:00:00,4250,Entregado,Yamaha,CB190R,Carlos Mendoza,Cliente_131,En Riesgo
551,2279,3464,servicio integral para calipers y modificacion y verificacion completa.,Finalizado,2026-03-06 00:00:00,2026-03-08 00:00:00,5616,Cliente informado,Yamaha,Boxer 150,Jose Ramirez,Cliente_203,Normal
552,3420,2400,servicio integral para polarizado y gps con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-14 00:00:00,3946,Entregado,Bajaj,GN125,Jose Ramirez,Cliente_435,Normal
553,4938,1938,correccion especializada de reprogramacion y gps segun solicitud del cliente.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,1731,Cliente informado,Honda,GN125,Carlos Mendoza,Cliente_185,En Riesgo
554,1371,1253,correccion especializada de cableado y luces incluyendo ajuste final.,Finalizado,2026-03-24 00:00:00,2026-03-25 00:00:00,5268,Cliente informado,Bajaj,CBR 600RR,Jose Ramirez,Cliente_272,Normal
555,243,949,diagnostico y reparacion de balanceo y balanceo con pruebas posteriores.,En proceso,2026-03-01 00:00:00,2026-03-01 00:00:00,3421,Cliente informado,Yamaha,Z650,Jose Ramirez,Cliente_453,Normal
556,2855,1324,ajuste tecnico de revision y bujias segun solicitud del cliente.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,4498,Cliente informado,Bajaj,Ninja 400,Carlos Mendoza,Cliente_385,Normal
557,4650,251,ajuste tecnico de suspension y embrague incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-27 00:00:00,3543,Cliente informado,Yamaha,Gixxer 250,Jose Ramirez,Cliente_313,Normal
558,4973,621,servicio integral para frenos deportivos y actualizacion de software y verificacion completa.,Entregado,2026-03-19 00:00:00,2026-03-23 00:00:00,3133,Cliente informado,TVS,NKD 125,Carlos Mendoza,Cliente_449,Normal
559,1455,3126,inspeccion avanzada de arbol de levas y chasis con pruebas posteriores.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,1061,Entregado,Bajaj,NKD 125,Carlos Mendoza,Cliente_446,Normal
560,584,3889,mantenimiento preventivo en aleron y performance por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,3412,Entregado,Kawasaki,Z650,Carlos Mendoza,Cliente_296,Normal
561,4545,405,ajuste tecnico de fallo electrico y sensores debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-02-28 00:00:00,3968,Entregado,Italika,Pulsar NS200,Carlos Mendoza,Cliente_500,Normal
562,84,1427,diagnostico y reparacion de diagnostico y chequeo segun solicitud del cliente.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,3115,Entregado,Suzuki,NKD 125,Carlos Mendoza,Cliente_388,Normal
563,231,1844,ajuste tecnico de direccion y chasis debido a desgaste.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,3589,Cliente informado,Suzuki,Gixxer 250,Carlos Mendoza,Cliente_218,Normal
564,3304,1765,revision completa de fallo electrico y sensores para mejorar rendimiento.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,3787,Cliente informado,Kawasaki,CB190R,Jose Ramirez,Cliente_495,Normal
565,800,3519,optimizacion del sistema test y evaluacion para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,3392,Entregado,Yamaha,NKD 125,Jose Ramirez,Cliente_496,Normal
566,4317,5047,correccion especializada de sensores y bateria debido a desgaste.,Finalizado,2026-03-17 00:00:00,2026-03-18 00:00:00,2678,Cliente informado,TVS,FT150,Jose Ramirez,Cliente_161,En Riesgo
567,4824,2599,revision completa de falla y falla segun solicitud del cliente.,Finalizado,2026-03-20 00:00:00,2026-03-23 00:00:00,2013,Cliente informado,Yamaha,XR150L,Jose Ramirez,Cliente_276,Normal
568,2589,5160,inspeccion avanzada de chasis y amortiguadores incluyendo ajuste final.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,4147,Entregado,Honda,GN125,Carlos Mendoza,Cliente_335,Normal
569,1256,3412,diagnostico y reparacion de tuning y pintar carroceria debido a desgaste.,En proceso,2026-03-08 00:00:00,2026-03-10 00:00:00,552,Entregado,Suzuki,R15,Jose Ramirez,Cliente_168,En Riesgo
570,4261,977,revision completa de ruido y evaluacion y verificacion completa.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,2617,Entregado,Italika,RC 200,Carlos Mendoza,Cliente_004,VIP
571,1256,3412,diagnostico y reparacion de tuning y pintar carroceria debido a desgaste.,En proceso,2026-03-08 00:00:00,2026-03-10 00:00:00,552,Entregado,Suzuki,R15,Jose Ramirez,Cliente_304,Normal
572,1664,2688,diagnostico y reparacion de pantalla y cambio color con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-24 00:00:00,535,Cliente informado,Honda,Ninja 400,Carlos Mendoza,Cliente_428,Normal
573,88,4866,ajuste tecnico de test y ruido debido a desgaste.,Finalizado,2026-03-01 00:00:00,2026-03-02 00:00:00,3906,Cliente informado,Honda,CBR 600RR,Carlos Mendoza,Cliente_462,Normal
574,3275,788,ajuste tecnico de motor y culata segun solicitud del cliente.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,4258,Cliente informado,KTM,Pulsar NS200,Carlos Mendoza,Cliente_296,Normal
575,1279,3947,optimizacion del sistema escaneo y test y verificacion completa.,Finalizado,2026-03-20 00:00:00,2026-03-20 00:00:00,548,Cliente informado,AKT,Boxer 150,Carlos Mendoza,Cliente_457,Normal
576,4959,637,correccion especializada de diagnostico y escaneo con pruebas posteriores.,Finalizado,2026-03-09 00:00:00,2026-03-10 00:00:00,2841,Entregado,Italika,Pulsar NS200,Jose Ramirez,Cliente_412,Normal
577,3314,2099,correccion especializada de direccion y arbol de levas incluyendo ajuste final.,Finalizado,2026-03-22 00:00:00,2026-03-25 00:00:00,4993,Entregado,Suzuki,CBR 600RR,Jose Ramirez,Cliente_494,Normal
578,2797,1674,instalacion y calibracion de chasis y caja de cambios y verificacion completa.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,583,Entregado,Suzuki,RC 200,Jose Ramirez,Cliente_469,Normal
579,3633,4118,revision completa de ruido y revision general por falla detectada.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,4032,Cliente informado,Italika,DM200,Jose Ramirez,Cliente_344,Normal
580,3035,4531,revision completa de filtro de aire y alineacion debido a desgaste.,Entregado,2026-03-18 00:00:00,2026-03-18 00:00:00,5852,Cliente informado,Honda,CB190R,Carlos Mendoza,Cliente_479,Normal
581,977,3741,servicio integral para vinilado y fibra de carbono segun solicitud del cliente.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,5023,Entregado,KTM,RC 200,Jose Ramirez,Cliente_357,Normal
582,3658,2567,mantenimiento preventivo en lubricacion y niveles debido a desgaste.,Finalizado,2026-03-17 00:00:00,2026-03-17 00:00:00,1447,Cliente informado,TVS,FZ16,Jose Ramirez,Cliente_235,Normal
583,341,5027,instalacion y calibracion de sensores y luces debido a desgaste.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,6407,Entregado,TVS,Gixxer 250,Carlos Mendoza,Cliente_401,Normal
584,597,2954,diagnostico y reparacion de centralita y luces con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-27 00:00:00,5582,Cliente informado,AKT,Pulsar NS200,Carlos Mendoza,Cliente_225,Normal
585,84,1427,diagnostico y reparacion de diagnostico y chequeo segun solicitud del cliente.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,3115,Entregado,Suzuki,NKD 125,Carlos Mendoza,Cliente_088,En Riesgo
586,4486,539,mantenimiento preventivo en sistema electrico y luces y verificacion completa.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,533,Entregado,KTM,Gixxer 250,Jose Ramirez,Cliente_285,Normal
587,201,1463,instalacion y calibracion de test y revision general para mejorar rendimiento.,Entregado,2026-03-17 00:00:00,2026-03-18 00:00:00,1191,Cliente informado,KTM,GSX-R750,Carlos Mendoza,Cliente_323,Normal
588,2407,1791,ajuste tecnico de caja de cambios y distribucion para mejorar rendimiento.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,1188,Cliente informado,KTM,Boxer 150,Jose Ramirez,Cliente_314,Normal
589,1527,4118,inspeccion avanzada de amortiguadores y transmision y verificacion completa.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,1836,Entregado,AKT,NKD 125,Carlos Mendoza,Cliente_285,Normal
590,2774,3021,optimizacion del sistema motor de arranque y bateria para mejorar rendimiento.,En proceso,2026-03-24 00:00:00,2026-03-25 00:00:00,3880,Cliente informado,Suzuki,XR150L,Jose Ramirez,Cliente_125,En Riesgo
591,4884,3833,servicio integral para calipers y kit aerodinamico debido a desgaste.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,909,Entregado,KTM,Ninja 400,Jose Ramirez,Cliente_127,En Riesgo
592,1946,4566,inspeccion avanzada de revision general y diagnostico incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-14 00:00:00,4142,Entregado,Kawasaki,Apache RTR 200,Carlos Mendoza,Cliente_369,Normal
593,4404,3124,optimizacion del sistema luces y sistema electrico segun solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,5382,Cliente informado,Italika,R15,Jose Ramirez,Cliente_369,Normal
594,1401,2283,correccion especializada de gps y polarizado segun solicitud del cliente.,Finalizado,2026-03-13 00:00:00,2026-03-15 00:00:00,655,Entregado,Honda,NKD 125,Carlos Mendoza,Cliente_495,Normal
595,1911,4257,ajuste tecnico de problema y chequeo para mejorar rendimiento.,Finalizado,2026-03-21 00:00:00,2026-03-11 00:00:00,3140,Entregado,Kawasaki,Ninja 400,Jose Ramirez,Cliente_270,Normal
596,3424,2871,instalacion y calibracion de chequeo y test incluyendo ajuste final.,Finalizado,2026-03-15 00:00:00,2026-03-15 00:00:00,1799,Cliente informado,Yamaha,RC 200,Jose Ramirez,Cliente_476,Normal
597,4019,1202,revision completa de ruido y escaneo incluyendo ajuste final.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,2319,Entregado,KTM,Gixxer 250,Jose Ramirez,Cliente_310,Normal
598,3894,1817,correccion especializada de direccion y biela por falla detectada.,En proceso,2026-03-20 00:00:00,2026-03-22 00:00:00,1179,Cliente informado,Yamaha,GN125,Jose Ramirez,Cliente_001,VIP
599,4234,4130,diagnostico y reparacion de sensores y alternador para mejorar rendimiento.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,3193,Entregado,Yamaha,Apache RTR 200,Carlos Mendoza,Cliente_139,En Riesgo
600,4116,41,correccion especializada de chequeo y chequeo y verificacion completa.,Finalizado,2026-03-05 00:00:00,2026-03-08 00:00:00,5695,Cliente informado,Yamaha,GSX-R750,Carlos Mendoza,Cliente_014,VIP
601,2851,2915,diagnostico y reparacion de problema y test por falla detectada.,Finalizado,2026-03-20 00:00:00,2026-03-23 00:00:00,4922,Entregado,Suzuki,R15,Jose Ramirez,Cliente_009,VIP
602,1103,2649,revision completa de chequeo y falla por falla detectada.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,6458,Cliente informado,Kawasaki,CB190R,Carlos Mendoza,Cliente_378,Normal
603,4160,110,revision completa de sensores y sensores y verificacion completa.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,2450,Cliente informado,Suzuki,Gixxer 250,Carlos Mendoza,Cliente_492,Normal
604,1141,1173,mantenimiento preventivo en suspension y caja de cambios debido a desgaste.,Finalizado,2026-03-28 00:00:00,2026-03-31 00:00:00,5153,Entregado,AKT,Z650,Jose Ramirez,Cliente_200,Normal
605,1430,5059,mantenimiento preventivo en direccion y amortiguadores incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,5611,Cliente informado,Yamaha,FZ16,Carlos Mendoza,Cliente_241,Normal
